leaid,district,city,state_name,lat,lon,ppcstot,predcost,fundinggap,outcomegap,enroll
638130,STRATHMORE UNION ELEMENTARY,Strathmore,California,36.149225,-119.062898,10089.083333333334,21131.962499999998,-11042.878916666668,-0.5996417055555556,807.5833333333334
638220,SULPHUR SPRINGS UNION,Canyon Country,California,34.407899,-118.467091,9638.25,12692.104999999998,-3053.8554166666668,-0.017151793333333335,5504.5
638250,SUMMERVILLE ELEMENTARY,Tuolumne,California,37.956755,-120.235819,10041.583333333334,11639.199916666666,-1597.6170250000002,-0.10226669888888888,383.3333333333333
638280,SUMMERVILLE UNION HIGH,Tuolumne,California,37.961514,-120.255415,10502.09090909091,10340.034272727273,162.05752727272736,,994.2727272727273
638340,SUNDALE UNION ELEMENTARY,Tulare,California,36.226552,-119.260947,8416.25,10997.512250000002,-2581.2627500000003,0.03955896777777778,791.25
638430,SUNNYSIDE UNION ELEMENTARY,Strathmore,California,36.146023,-119.08871,10920.333333333334,22192.296666666673,-11271.963916666668,-0.7863985144444444,371.3333333333333
638460,SUNNYVALE,Sunnyvale,California,37.374811,-122.040514,11776.583333333334,13698.545,-1921.9621416666662,0.04947438333333333,6569.583333333333
638520,SURPRISE VALLEY JOINT UNIFIED,Cedarville,California,41.527297,-120.178891,15452.333333333334,13582.035833333333,1870.299616666667,,126.75
638550,SUSANVILLE ELEMENTARY,Susanville,California,40.413872,-120.645448,8544.75,10300.867166666665,-1756.1170166666668,-0.4062137977777778,1095.0
638610,SUTTER UNION HIGH,Sutter,California,39.165715,-121.755023,9242.666666666666,12553.155833333332,-3310.4895,,741.9166666666666
638640,SWEETWATER UNION HIGH,Chula Vista,California,32.61018,-117.077172,10371.25,17647.732500000002,-7276.482583333333,,40839.083333333336
638670,SYLVAN UNION ELEMENTARY,Modesto,California,37.689448,-120.985649,8583.0,11399.893416666666,-2816.893008333334,-0.1502951177777778,8417.583333333334
638700,TAFT CITY,Taft,California,35.148728,-119.456526,10202.583333333334,16636.15166666667,-6433.567333333333,-0.5426790722222222,2167.0
638730,TAFT UNION HIGH,Taft,California,35.146337,-119.460522,23291.25,18789.138333333332,4502.111833333333,,1040.9166666666667
638770,TAHOE-TRUCKEE UNIFIED,Truckee,California,39.324738,-120.209113,14249.0,10591.408000000001,3657.592641666666,0.05137621666666667,3990.6666666666665
638790,TAMALPAIS UNION HIGH,Larkspur,California,37.93724,-122.523494,16238.0,11105.097249999997,5132.902999999999,,4301.083333333333
638880,TEHACHAPI UNIFIED,Tehachapi,California,35.12933,-118.446211,8850.666666666666,10704.779083333333,-1854.112343333334,-0.28990692222222225,4459.833333333333
638980,TEMPLE CITY UNIFIED,Temple City,California,34.106894,-118.057544,9242.916666666666,12933.949999999999,-3691.033583333334,0.46127476888888885,5740.833333333333
639000,TEMPLETON UNIFIED,Templeton,California,35.544754,-120.711374,8897.0,6262.640166666665,2634.3598333333334,0.09628083444444445,2383.1666666666665
639060,TERRA BELLA UNION ELEMENTARY,Terra Bella,California,35.955218,-119.036866,11330.166666666666,27774.373333333337,-16444.20666666667,-0.7928556455555555,907.5833333333334
639180,THERMALITO UNION ELEMENTARY,Oroville,California,39.519547,-121.574501,11382.333333333334,16005.824166666665,-4623.490650000001,-0.597384121111111,1423.5833333333333
639210,THREE RIVERS UNION ELEMENTARY,Three Rivers,California,36.442479,-118.902905,8182.416666666667,8959.469916666667,-777.0531583333333,-0.3536369916666667,145.66666666666666
639300,TIPTON ELEMENTARY,Tipton,California,36.061879,-119.309768,10304.583333333334,22420.865833333333,-12116.282,-0.5374424066666665,596.4166666666666
639420,TORRANCE UNIFIED,Torrance,California,33.828391,-118.321169,8942.083333333334,11299.985666666667,-2357.9021666666667,0.24674939888888892,24002.166666666668
639600,TRAVER JOINT ELEMENTARY,Traver,California,36.457708,-119.481787,11224.166666666666,27432.72083333333,-16208.554166666667,-0.6721662211111111,217.75
639630,TRAVIS UNIFIED,Fairfield,California,38.2791,-121.9608,9045.583333333334,8734.791333333334,310.7919749999999,-0.05499609888888889,5410.666666666667
639690,TRES PINOS UNION ELEMENTARY,Tres Pinos,California,36.801092,-121.335844,7784.545454545455,10512.427,-2727.8822999999998,-0.2263709022222222,132.36363636363637
639720,TRINIDAD UNION ELEMENTARY,Trinidad,California,41.060362,-124.143541,9776.75,11781.818666666666,-2005.0694166666665,-0.03458665888888889,181.08333333333334
639840,TRONA JOINT UNIFIED,Trona,California,35.77056,-117.369943,19075.636363636364,18417.090909090908,658.5439818181819,-0.37768297375000004,363.45454545454544
639870,TULARE CITY,Tulare,California,36.217114,-119.337324,9407.75,13550.251666666665,-4142.501075000001,-0.4583103866666667,9414.25
639930,TULARE JOINT UNION HIGH,Tulare,California,36.213871,-119.330611,11025.666666666666,16798.8,-5773.133833333332,,5360.083333333333
639940,TULELAKE BASIN JOINT UNIFIED,Tulelake,California,41.950798,-121.475533,13103.416666666666,22878.45333333334,-9775.03575,-0.48719842111111106,471.9166666666667
640150,TUSTIN UNIFIED,Tustin,California,33.743161,-117.825316,8774.75,11594.457499999999,-2819.707808333333,0.17538141777777777,23502.333333333332
640200,TWAIN HARTE,Twain Harte,California,38.038915,-120.227394,11895.5,10596.274083333334,1299.2257499999998,-0.07454409333333332,293.3333333333333
640230,TWIN HILLS UNION ELEMENTARY,Sebastopol,California,38.388829,-122.852421,8613.083333333334,7011.082166666668,1602.0012299999999,0.10639440111111112,1160.3333333333333
640260,TWO ROCK UNION,Petaluma,California,38.255089,-122.779081,12505.25,22762.133333333335,-10256.883083333332,0.05346479111111111,172.5
640300,UKIAH UNIFIED,Ukiah,California,39.147324,-123.198511,10075.25,15409.2475,-5333.996916666666,-0.58685777,6301.083333333333
640320,UNION ELEMENTARY,San Jose,California,37.243863,-121.931722,9260.916666666666,7518.4527499999995,1742.463920833333,0.6272436844444444,5360.75
640380,UNION HILL ELEMENTARY,Grass Valley,California,39.206093,-121.036359,8994.25,6740.223166666667,2254.026225,-0.13727967555555556,698.75
640590,VACAVILLE UNIFIED,Vacaville,California,38.364818,-121.953861,8739.75,10453.700166666664,-1713.9516833333334,-0.19101353555555556,12827.416666666666
640650,VALLE LINDO ELEMENTARY,South El Monte,California,34.044477,-118.047231,9950.916666666666,12829.481083333334,-2878.5641166666665,-0.12317646777777777,1146.75
640680,VALLECITO UNION,Avery,California,38.203508,-120.364841,12555.363636363636,11787.137181818181,768.2262818181817,0.12921729,624.8181818181819
640710,VALLECITOS ELEMENTARY,Rainbow,California,33.413511,-117.149229,8682.333333333334,21454.590000000004,-12772.256166666666,-0.2004486077777778,331.5833333333333
640740,VALLEJO CITY UNIFIED,Vallejo,California,38.106244,-122.280033,10047.25,16261.1875,-6213.939249999999,-0.6043159644444445,14748.583333333334
640800,VALLEY HOME JOINT ELEMENTARY,Valley Home,California,37.830019,-120.915622,9767.25,13754.609833333336,-3987.359658333333,-0.17104046666666664,162.16666666666666
640980,VENTURA UNIFIED,Ventura,California,34.301725,-119.298683,9790.583333333334,10781.978583333334,-991.3950666666666,-0.09787565666666666,17126.833333333332
641040,VICTOR ELEMENTARY,Victorville,California,34.47344,-117.298451,8847.083333333334,15103.491000000002,-6256.40825,-0.48922444888888883,12164.75
641130,VINELAND ELEMENTARY,Bakersfield,California,35.22146,-118.914172,10350.75,28218.281666666673,-17867.531666666666,-1.0267935855555554,790.3333333333334
641160,VISALIA UNIFIED,Visalia,California,36.324301,-119.346126,9182.0,12736.234166666667,-3554.234958333333,-0.34063106222222217,28076.833333333332
641190,VISTA UNIFIED,Vista,California,33.22621,-117.222131,9421.5,15086.076666666666,-5664.577341666666,-0.24663213444444443,24778.0
641220,VISTA DEL MAR UNION,Gaviota,California,34.508188,-120.229649,19939.0,16277.277999999997,3661.7214,,112.8
641250,WALNUT CREEK ELEMENTARY,Walnut Creek,California,37.908407,-122.055914,9169.916666666666,7122.727,2047.1896416666668,0.48288973777777766,3510.9166666666665
641280,WALNUT VALLEY UNIFIED,Walnut,California,34.000718,-117.854559,8948.916666666666,9561.442833333333,-612.5267,0.6162067311111111,14484.333333333334
641400,WASCO UNION ELEMENTARY,Wasco,California,35.597219,-119.338436,9940.166666666666,18440.380833333333,-8500.214916666666,-0.7244754544444444,3474.0833333333335
641430,WASCO UNION HIGH,Wasco,California,35.59459,-119.349618,10268.25,21417.789166666666,-11149.53925,,1800.0833333333333
641460,WASHINGTON COLONY ELEMENTARY,Fresno,California,36.649205,-119.788514,9955.416666666666,22896.7075,-12941.290916666667,-0.5818986844444444,434.3333333333333
641580,WASHINGTON UNIFIED,West Sacramento,California,38.577715,-121.531428,9741.416666666666,13942.57,-4201.152083333333,-0.3674626888888889,7751.5
641610,WASHINGTON UNION ELEMENTARY,Salinas,California,36.57814,-121.717206,8596.583333333334,6181.610250000001,2414.973083333333,0.4121893566666666,927.9166666666666
641790,WAUGH ELEMENTARY,Petaluma,California,38.266067,-122.645165,8594.583333333334,8984.941166666667,-390.3576499999999,0.21441062555555554,904.8333333333334
641820,WAUKENA JOINT UNION ELEMENTARY,Tulare,California,36.135666,-119.510192,9240.083333333334,24146.58666666667,-14906.503333333336,-0.430159051111111,245.58333333333334
641880,WEAVER UNION,Merced,California,37.29174,-120.473878,9287.25,19448.86416666667,-10161.61425,-0.41980803000000005,2707.0833333333335
641980,WEED UNION ELEMENTARY,Weed,California,41.427582,-122.380494,12423.833333333334,17356.083333333332,-4932.249508333333,-0.61751498,272.5833333333333
642000,WEST COVINA UNIFIED,West Covina,California,34.064435,-117.949569,8501.416666666666,10200.264833333333,-1698.84775,-0.024263115555555558,13174.833333333334
642060,WEST PARK ELEMENTARY,Fresno,California,36.694154,-119.854179,10042.0,22457.860833333336,-12415.861166666667,-0.8798462444444445,700.6666666666666
642120,WESTSIDE UNION ELEMENTARY,Quartz Hill,California,34.644012,-118.217781,8334.083333333334,8583.915666666666,-249.8324000000001,-0.15025770222222223,9027.416666666666
642140,WESTERN PLACER UNIFIED,Lincoln,California,38.89346,-121.291921,8028.583333333333,8491.87,-463.2869400000002,-0.11593940111111113,8867.416666666666
642150,WESTMINSTER,Westminster,California,33.75737,-117.994494,9886.083333333334,18606.254999999997,-8720.171333333334,-0.028866463333333328,9501.25
642180,WESTMORLAND UNION ELEMENTARY,Westmorland,California,33.035921,-115.617985,11981.5,23919.33916666667,-11937.839333333332,-0.7286017111111112,375.4166666666667
642210,WESTSIDE ELEMENTARY,Five Points,California,36.400343,-120.142732,11446.083333333334,21569.8275,-10123.743166666665,-0.8134565975,758.4166666666666
642270,WEST SIDE UNION ELEMENTARY,Healdsburg,California,38.579952,-122.883272,9014.25,13750.455000000002,-4736.2045,-0.07791880888888887,174.91666666666666
642300,WESTWOOD UNIFIED,Westwood,California,40.303946,-121.009227,9117.833333333334,12340.8725,-3223.0379083333337,-0.5286611459999999,404.0833333333333
642330,WHEATLAND,Wheatland,California,39.013436,-121.419946,12150.5,9865.206916666668,2285.293575,-0.15905242444444445,1317.0833333333333
642350,WHEATLAND UNION HIGH,Wheatland,California,39.006668,-121.430745,10072.166666666666,14935.203333333331,-4863.037083333334,,763.4166666666666
642420,WHITMORE UNION ELEMENTARY,WHITMORE,California,40.628725,-121.910636,6809.5,13120.744999999999,-6311.2415,0.03237685,571.0
642450,WHITTIER CITY ELEMENTARY,Whittier,California,33.976915,-118.043747,9901.583333333334,12226.951666666666,-2325.3684100000005,-0.3760532544444445,6225.583333333333
642480,WHITTIER UNION HIGH,Whittier,California,33.952489,-118.045243,11196.75,14894.97666666667,-3698.2266916666667,,12778.75
642510,WILLIAM S. HART UNION HIGH,Santa Clarita,California,34.41046,-118.510913,8806.75,12099.084166666666,-3292.3335833333335,,25604.666666666668
642540,WILLIAMS UNIFIED,Williams,California,39.15524,-122.156995,9361.833333333334,19176.489166666666,-9814.656333333334,-0.6314636,1317.5833333333333
642560,WILLITS UNIFIED,Willits,California,39.400528,-123.357889,10014.416666666666,13790.004583333333,-3775.5883083333338,-0.5911958444444445,1861.1666666666667
642580,LAYTONVILLE UNIFIED,Laytonville,California,39.685803,-123.483353,13262.916666666666,14293.469833333334,-1030.5549166666667,-0.6294849244444445,392.75
642710,WILLOWS UNIFIED,Willows,California,39.518259,-122.203878,8580.416666666666,14578.035833333333,-5997.619833333333,-0.5658655344444444,1500.6666666666667
642750,WILMAR UNION ELEMENTARY,Petaluma,California,38.244404,-122.685749,8885.333333333334,14136.139166666668,-5250.805416666666,0.2876492388888889,231.75
642810,WILSONA ELEMENTARY,Palmdale,California,34.616009,-117.807314,10548.0,21791.105,-11243.10525,-0.6132298411111111,1385.6666666666667
642900,WINSHIP-ROBBINS,Robbins,California,38.871452,-121.701737,9824.916666666666,18720.69175,-8895.774833333333,-0.43583433428571433,345.0833333333333
642930,WINTERS JOINT UNIFIED,Winters,California,38.520259,-121.985388,10026.25,17407.529166666664,-7381.278916666667,-0.4707508955555556,1576.5833333333333
642960,WINTON,Winton,California,37.389959,-120.61506,9921.583333333334,23180.678333333333,-13259.094666666666,-0.3723049033333334,1891.8333333333333
643080,WOODLAND JOINT UNIFIED,Woodland,California,38.6762,-121.766291,9762.916666666666,14364.345833333333,-4601.428833333333,-0.41893238444444436,10171.25
643140,WOODSIDE ELEMENTARY,Woodside,California,37.427794,-122.259186,22638.666666666668,10259.98,12378.6855,0.9958202933333333,430.1666666666667
643170,WOODVILLE UNION ELEMENTARY,Porterville,California,36.088841,-119.197899,12013.916666666666,30060.287500000002,-18046.370833333334,-0.7710921088888889,485.5833333333333
643200,WRIGHT ELEMENTARY,Santa Rosa,California,38.419743,-122.772322,10530.25,18722.615833333333,-8192.36475,-0.2593995733333333,1552.3333333333333
643380,YREKA UNION ELEMENTARY,Yreka,California,41.7278,-122.639375,9580.0,10334.45325,-754.4535999999998,-0.24864754666666666,992.5
643410,YREKA UNION HIGH,Yreka,California,41.738613,-122.637247,12189.25,15021.901666666665,-2832.6523333333334,,675.25
643470,YUBA CITY UNIFIED,Yuba City,California,39.131071,-121.613525,9498.416666666666,14107.064166666665,-4608.646333333333,-0.24658493222222225,13140.583333333334
643560,YUCAIPA-CALIMESA JOINT UNIFIED,Yucaipa,California,34.021474,-117.047235,8748.166666666666,10267.912333333334,-1519.7468083333333,-0.18591312666666665,9669.666666666666
684500,IRVINE UNIFIED,Irvine,California,33.67565,-117.792341,9575.583333333334,9894.329416666667,-318.7461625,0.7426962666666665,30929.75
691134,GOLDEN PLAINS UNIFIED,San Joaquin,California,36.609758,-120.187959,12345.818181818182,26035.77545454545,-13689.957272727273,-0.88208222125,1794.0
691135,VAL VERDE UNIFIED,Perris,California,33.836972,-117.246808,10766.75,15658.073333333336,-4891.323666666667,-0.33242293777777776,19810.833333333332
691136,AROMAS - SAN JUAN UNIFIED,San Juan Buatista,California,36.882442,-121.555826,10527.5,15553.343333333338,-5025.844166666667,-0.4491918077777778,1168.3333333333333
691137,BIG OAK FLAT-GROVELAND UNIFIED,Groveland,California,37.835249,-120.220634,15296.727272727272,12030.18609090909,3266.5412636363635,-0.44886047,347.09090909090907
800001,CHEYENNE COUNTY SCHOOL DISTRICT NO. RE-5,CHEYENNE WELLS,Colorado,38.825162,-102.352919,14942.0,14015.070833333333,926.9293449999999,0.020323175,191.75
800016,YUMA 1 SCHOOL DISTRICT,YUMA,Colorado,40.115199,-102.724949,9804.75,14837.4275,-5032.677833333333,0.047162724999999996,834.75
800017,WRAY RD-2 SCHOOL DISTRICT,WRAY,Colorado,40.073986,-102.244019,9613.916666666666,11124.786833333332,-1510.868625,0.09022354600000002,714.5833333333334
800018,IDALIA RJ-3 SCHOOL DISTRICT,IDALIA,Colorado,39.705006,-102.29442,12358.416666666666,16424.474166666667,-4066.0575983333333,-0.33662007,189.41666666666666
801920,ACADEMY SCHOOL DISTRICT NO. 20 IN THE COUNTY OF EL PASO AN,COLORADO SPRINGS,Colorado,38.954234,-104.791305,8532.833333333334,5814.74525,2718.0880833333326,0.5331778249999999,24467.583333333332
801950,SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO,COMMERCE CITY,Colorado,39.806086,-104.926875,9918.0,18160.143333333333,-8242.142833333333,-0.4542369757142857,7345.5
802010,AGUILAR REORGANIZED SCHOOL DISTRICT NO. 6,AGUILAR,Colorado,37.406,-104.6539,17011.9,17302.648,-290.74769000000003,,122.5
802040,AKRON SCHOOL DISTRICT NO. R-1,AKRON,Colorado,40.164333,-103.204935,10361.0,10921.532583333332,-560.5333400833332,0.03287498,369.5833333333333
802070,ALAMOSA SCHOOL DISTRICT NO. RE-11J,ALAMOSA,Colorado,37.47429,-105.888354,8422.666666666666,11987.970833333335,-3565.3036666666662,-0.022534572857142856,2178.4166666666665
802130,SOUTH CONEJOS SCHOOL DISTRICT NO. RE10,ANTONITO,Colorado,37.080075,-106.016932,14522.166666666666,19365.25083333333,-4843.084583333333,-0.04988008,214.66666666666666
802190,ARCHULETA COUNTY SCHOOL DISTRICT NO. 50 JT,PAGOSA SPRINGS,Colorado,37.269359,-107.008919,9090.416666666666,11525.349166666667,-2434.932816666667,-0.14711217000000001,1500.5833333333333
802220,ARICKAREE SCHOOL DISTRICT NO. R-2,ANTON,Colorado,39.7453,-103.0298,16281.272727272728,14678.055454545452,1603.2180181818183,,110.45454545454545
802260,ARRIBA-FLAGLER CONSOLIDATED SCHOOL DISTRICT NO. 20,FLAGLER,Colorado,39.29313,-103.071645,12226.0,13625.224166666669,-1399.2239824999997,-0.13487961,176.0
802280,ASPEN SCHOOL DISTRICT NO. 1 IN THE COUNTY OF PITKIN AND STA,ASPEN,Colorado,39.19127,-106.847927,15536.583333333334,9190.9375,6345.645916666667,0.39707159285714283,1702.9166666666667
802310,WELD COUNTY SCHOOL DISTRICT NO. RE-9,AULT,Colorado,40.581993,-104.737996,9064.25,11196.827166666664,-2132.5772416666664,-0.13198363500000002,838.9166666666666
802340,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,AURORA,Colorado,39.71954,-104.805361,9662.416666666666,18701.831666666665,-9039.416666666668,-0.48352417857142854,39848.166666666664
802370,PLATTE CANYON SCHOOL DISTRICT NO. 1 OFTHE COUNTY OF PARK,BAILEY,Colorado,39.420686,-105.532234,9217.666666666666,8023.3355833333335,1194.3310000000001,0.2603825066666667,1063.75
802400,BAYFIELD SCHOOL DISTRICT NO. 10JT-R,BAYFIELD,Colorado,37.231164,-107.590633,9212.583333333334,7912.868250000002,1299.7151749999998,0.057196371666666655,1369.5
802430,BENNETT SCHOOL DISTRICT NO. 29J,BENNETT,Colorado,39.760981,-104.42568,7400.75,10175.646750000002,-2774.8962666666666,-0.11250490000000002,1097.8333333333333
802460,BETHUNE SCHOOL DISTRICT NO. R- 5,BETHUNE,Colorado,39.306226,-102.426175,15758.5,18041.071666666667,-2282.5729666666666,,121.5
802490,BOULDER VALLEY SCHOOL DISTRICT NO. RE2,BOULDER,Colorado,40.014141,-105.201595,10843.25,7840.534749999999,3002.7152499999997,0.56679176,30381.166666666668
802520,BRANSON REORGANIZED SCHOOL DISTRICT NO. 82,BRANSON,Colorado,37.019067,-103.882854,7097.666666666667,13825.211666666668,-6727.543583333333,,466.0
802550,SCHOOL DISTRICT NO. RE-10 IN THE COUNTY OF WELD AND STATE O,BRIGGSDALE,Colorado,40.6335,-104.3244,14442.5,12863.96,1578.5398750000002,,168.41666666666666
802580,SCHOOL DISTRICT 27J,BRIGHTON,Colorado,39.987371,-104.770184,8019.166666666667,8388.73725,-369.57056833333337,0.03151631,16595.75
802610,SCHOOL DISTRICT NO. RE-2 BRUSH,BRUSH,Colorado,40.272143,-103.626263,8771.0,11019.8435,-2248.8455916666667,-0.20834515333333334,1508.0
802640,BUENA VISTA SCHOOL DISTRICT NO. R-31,BUENA VISTA,Colorado,38.843816,-106.127794,10499.083333333334,9176.790500000001,1322.2930416666666,-0.07912720999999999,1009.1666666666666
802670,BURLINGTON PUBLIC SCHOOL DISTRICT NO. RE-6J,BURLINGTON,Colorado,39.3019,-102.2837,7643.583333333333,13691.47,-6047.886666666666,-0.19475536249999997,800.5
802700,BYERS SCHOOL DISTRICT NO. 32J,BYERS,Colorado,39.707721,-104.217401,7887.25,11029.154750000002,-3141.90545,0.14844701857142859,1625.6666666666667
802730,CALHAN DISTRICT NO. RJ1,CALHAN,Colorado,39.033117,-104.295258,8991.0,11232.051749999999,-2241.0512166666667,-0.05629156999999999,512.9166666666666
802790,FREMONT RE-1,CANON CITY,Colorado,38.446096,-105.229817,8670.666666666666,8534.368,136.29871416666666,0.05567731833333333,3638.5
802850,CENTER CONSOLIDATED SCHOOL DISTRICT NO. 26 JT. OF THE COUNT,CENTER,Colorado,37.750521,-106.114596,11770.083333333334,20090.796666666665,-8320.713416666667,-0.22679154,621.3333333333334
802880,CHERAW SCHOOL DISTRICT NO. 31 IN THE COUNTY OF OTERO AND S,CHERAW,Colorado,38.109739,-103.509745,10654.416666666666,13366.440833333332,-2712.0226666666667,-0.19845839333333334,218.58333333333334
802910,CHERRY CREEK SCHOOL DISTRICT NO. 5 IN THE COUNTY OF ARAPAH,GREENWOOD VILLAGE,Colorado,39.631056,-104.884328,9914.916666666666,9263.083666666666,651.8328208333332,0.390645755,53950.416666666664
802940,CHEYENNE MOUNTAIN SCHOOL DISTRICT NO. 12 IN THE COUNTY OF E,COLORADO SPRINGS,Colorado,38.805178,-104.838886,8308.083333333334,6082.784166666667,2225.2992499999996,0.6234393928571428,4954.25
803000,CLEAR CREEK SCHOOL DISTRICT NO. RE-1,IDAHO SPRINGS,Colorado,39.739,-105.5237,11462.916666666666,8043.525666666667,3419.391,0.24436426,897.3333333333334
803030,PLATEAU VALLEY SCHOOL DISTRICT NO. 50 IN THE COUNTY OF MESA,COLLBRAN,Colorado,39.233568,-107.996509,9018.0,13100.579166666668,-4082.57875,-0.10086264666666667,462.6666666666667
803060,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,COLORADO SPRINGS,Colorado,38.849547,-104.812124,9742.416666666666,10207.205083333332,-464.78733333333327,0.04576458166666667,28296.583333333332
803090,MONTEZUMA-CORTEZ SCHOOL DISTRICT NO. RE-1,CORTEZ,Colorado,37.35304,-108.587616,8648.166666666666,10702.502583333333,-2054.334375,-0.31133655400000004,2842.6666666666665
803120,FREMONT RE-3,COTOPAXI,Colorado,38.375586,-105.690192,12447.333333333334,13790.22166666667,-1342.8885416666667,0.028265559999999995,216.91666666666666
803150,CREEDE SCHOOL DISTRICT,CREEDE,Colorado,37.825682,-106.924624,16946.5,11947.82,4998.6805,,108.0
803180,CRIPPLE CREEK-VICTOR SCHOOL DISTRICT NO. RE-1,CRIPPLE CREEK,Colorado,38.750792,-105.183947,14048.5,10461.118833333334,3587.3812500000004,-0.022526661999999996,395.8333333333333
803210,CROWLEY COUNTY SCHOOL DISTRICT NO. RE-1-J,ORDWAY,Colorado,38.227595,-103.755825,9774.0,14793.921666666667,-5019.920583333333,-0.05294782142857143,455.6666666666667
803240,DE BEQUE JOINT DISTRICT NO. 49 OF THE COUNTIES OF MESA AND,DE BEQUE,Colorado,39.336031,-108.212758,13850.583333333334,11848.660833333333,2001.9224166666665,-0.51432728,155.75
803270,DEER TRAIL SCHOOL DISTRICT NO. 26J,DEER TRAIL,Colorado,39.608493,-104.040952,12327.333333333334,15023.039166666664,-2695.705192499999,,190.0
803300,UPPER RIO GRANDE SCHOOL DISTRICT C-7,DEL NORTE,Colorado,37.673601,-106.34569,11262.416666666666,14160.533333333335,-2898.117883333334,-0.18075901571428574,474.6666666666667
803330,DELTA COUNTY JOINT DISTRICT NO. 50,DELTA,Colorado,38.741883,-108.071896,8278.083333333334,8569.961333333333,-291.87795833333325,0.10212390999999998,5167.25
803360,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,DENVER,Colorado,39.74575,-104.985751,10959.083333333334,17436.521666666667,-6477.439833333333,-0.12082598857142858,85527.0
803390,DOLORES SCHOOL DISTRICT NO. RE-4A,DOLORES,Colorado,37.474499,-108.502243,8482.083333333334,9916.986333333336,-1434.9030083333337,0.08408719499999999,741.0833333333334
803420,DOLORES COUNTY SCHOOL DISTRICT RE-2J,DOVE CREEK,Colorado,37.766018,-108.903591,12066.083333333334,12268.542416666665,-202.45826416666662,-0.21458338666666665,276.0
803450,DOUGLAS COUNTY SCHOOL DISTRICT NO. RE 1,CASTLE ROCK,Colorado,39.375981,-104.859375,8590.166666666666,5877.670000000001,2712.4966666666664,0.4945359466666667,64806.833333333336
803480,DURANGO SCHOOL DISTRICT NO. 9-R,DURANGO,Colorado,37.276779,-107.878214,9508.833333333334,6745.622166666668,2763.2111666666665,0.21464739428571428,4882.75
803510,KIOWA COUNTY SCHOOL DISTRICT NO. RE-1,EADS,Colorado,38.483421,-102.783646,12050.5,13044.37,-993.8697291666664,,188.08333333333334
803540,EAGLE COUNTY SCHOOL DISTRICT NO. RE 50,EAGLE,Colorado,39.663512,-106.816233,10797.583333333334,12839.968333333332,-2042.3838000000003,0.023932634285714287,6561.583333333333
803600,WELD COUNTY SCHOOL DISTRICT NO. RE-2,EATON,Colorado,40.52624,-104.713391,7782.5,8326.1295,-543.6294749999998,0.4712088433333334,1837.9166666666667
803630,EDISON JOINT DISTRICT NO. 54 OF THE COUNTIES OF EL PASO AND,YODER,Colorado,38.619599,-104.165516,8985.0,17472.945000000003,-8487.94475,,220.91666666666666
803690,ELBERT SCHOOL DISTRICT NO. 200,ELBERT,Colorado,39.224761,-104.538228,11355.666666666666,11217.30775,138.35792158333334,0.36828852500000003,226.66666666666666
803720,ELIZABETH SCHOOL DISTRICT,ELIZABETH,Colorado,39.357159,-104.598578,8119.833333333333,4829.693083333334,3290.1402500000004,0.1490618075,2582.0
803750,ELLICOTT SCHOOL DISTRICT NO. 22 IN THE COUNTY OF EL PASO A,ELLICOTT,Colorado,38.825324,-104.387466,8030.5,12014.402499999998,-3983.9013333333337,0.04364511571428571,1019.25
803780,ENGLEWOOD SCHOOL DISTRICT NO. 1 IN THE COUNTY OF ARAPAHOE,ENGLEWOOD,Colorado,39.641426,-104.990536,11763.916666666666,11109.50675,654.4094558333333,-0.22467806142857147,2892.0833333333335
803810,ESTES PARK SCHOOL DISTRICT R-3,ESTES PARK,Colorado,40.367934,-105.496285,10407.5,11858.9145,-1451.4145099999998,0.059998292857142865,1150.75
803840,PARK COUNTY SCHOOL DISTRICT NO. RE-2,FAIRPLAY,Colorado,39.22451,-105.999346,13166.416666666666,9410.373833333333,3756.043125,0.05642294285714285,634.0
803870,EL PASO COUNTY COLORADO SCHOOL DISTRICT 49,PEYTON,Colorado,38.941407,-104.625354,7431.083333333333,7329.5675833333335,101.51575000000001,0.18993833285714287,18402.083333333332
803930,SCHOOL DISTRICT NO. RE-3 FRENCHMAN,FLEMING,Colorado,40.684921,-102.841982,12598.5,12537.903083333333,60.59696666666665,-0.05887897,198.66666666666666
803960,FREMONT RE-2,FLORENCE,Colorado,38.394648,-105.12205,8995.666666666666,9979.244416666666,-983.5783666666667,-0.056071119999999995,1458.3333333333333
803990,POUDRE SCHOOL DISTRICT R-1,FORT COLLINS,Colorado,40.589059,-105.120409,9474.916666666666,7192.7775833333335,2282.1390833333335,0.47572315571428575,28563.25
804020,WELD RE-8 SCHOOLS,FORT LUPTON,Colorado,40.078821,-104.814489,10144.5,12071.474166666667,-1926.9743,-0.2412258385714286,2417.8333333333335
804050,SCHOOL DISTRICT NO. RE-3 FORT MORGAN,FORT MORGAN,Colorado,40.254886,-103.811259,8580.083333333334,12295.006666666666,-3714.923083333333,-0.11277118714285714,3241.5
